uid,species,latitude,longitude,EVI,NDVI,SAVI
2507,Grevillea,-0.4671099,36.9388648,1.1636328675810794,0.5569872679858874,0.8353527607361962
2440,Grevillea,-0.4670636,36.9392792,1.4666751543701062,0.6373443983402489,0.9558843866685106
2443,Grevillea,-0.466952,36.9386831,1.4586692070936538,0.6667224920448837,0.9999162759544542
2370,Grevillea,-0.466934,36.9391031,1.384682390779952,0.6462861610633307,0.9692776735459663
1656,Eucalyptus,-0.4668982,36.9391846,1.384682390779952,0.6462861610633307,0.9692776735459663
2371,Grevillea,-0.4668968,36.9391269,1.384682390779952,0.6462861610633307,0.9692776735459663
1639,Eucalyptus,-0.4668881,36.9392442,1.384682390779952,0.6462861610633307,0.9692776735459663
2372,Grevillea,-0.46686,36.9391217,1.384682390779952,0.6462861610633307,0.9692776735459663
2603,Grevillea,-0.4668213,36.9391499,1.384682390779952,0.6462861610633307,0.9692776735459663
1657,Eucalyptus,-0.4668153,36.938836,1.224034102442655,0.5798076923076924,0.8695721839448806
